 film_id |            title            |                                                            description                                                             | release_year | language_id | rental_duration | rental_rate | length | replacement_cost | rating |       last_update       |                       special_features                       |                                                                                                   fulltext                                                                                                    
     164 | Coast Rainbow               | A Astounding Documentary of a Mad Cow And a Pioneer who must Challenge a Butler in The Sahara Desert                               |         2006 |           1 |               4 |        0.99 |     55 |            20.99 | PG     | 2013-05-26 14:50:58.951 | {Trailers,Commentaries,"Deleted Scenes","Behind the Scenes"} | 'astound':4 'butler':17 'challeng':15 'coast':1 'cow':9 'desert':21 'documentari':5 'mad':8 'must':14 'pioneer':12 'rainbow':2 'sahara':20
     184 | Core Suit                   | A Unbelieveable Tale of a Car And a Explorer who must Confront a Boat in A Manhattan Penthouse                                     |         2006 |           1 |               3 |        2.99 |     92 |            24.99 | PG-13  | 2013-05-26 14:50:58.951 | {"Deleted Scenes"}                                           | 'boat':16 'car':8 'confront':14 'core':1 'explor':11 'manhattan':19 'must':13 'penthous':20 'suit':2 'tale':5 'unbeliev':4
     165 | Coldblooded Darling         | A Brilliant Panorama of a Dentist And a Moose who must Find a Student in The Gulf of Mexico                                        |         2006 |           1 |               7 |        4.99 |     70 |            27.99 | G      | 2013-05-26 14:50:58.951 | {Trailers,"Deleted Scenes"}                                  | 'brilliant':4 'coldblood':1 'darl':2 'dentist':8 'find':14 'gulf':19 'mexico':21 'moos':11 'must':13 'panorama':5 'student':16
     166 | Color Philadelphia          | A Thoughtful Panorama of a Car And a Crocodile who must Sink a Monkey in The Sahara Desert                                         |         2006 |           1 |               6 |        2.99 |    149 |            19.99 | G      | 2013-05-26 14:50:58.951 | {Commentaries,"Behind the Scenes"}                           | 'car':8 'color':1 'crocodil':11 'desert':20 'monkey':16 'must':13 'panorama':5 'philadelphia':2 'sahara':19 'sink':14 'thought':4
     167 | Coma Head                   | A Awe-Inspiring Drama of a Boy And a Frisbee who must Escape a Pastry Chef in California                                           |         2006 |           1 |               6 |        4.99 |    109 |            10.99 | NC-17  | 2013-05-26 14:50:58.951 | {Commentaries}                                               | 'awe':5 'awe-inspir':4 'boy':10 'california':21 'chef':19 'coma':1 'drama':7 'escap':16 'frisbe':13 'head':2 'inspir':6 'must':15 'pastri':18
     168 | Comancheros Enemy           | A Boring Saga of a Lumberjack And a Monkey who must Find a Monkey in The Gulf of Mexico                                            |         2006 |           1 |               5 |        0.99 |     67 |            23.99 | R      | 2013-05-26 14:50:58.951 | {Trailers,"Behind the Scenes"}                               | 'bore':4 'comanchero':1 'enemi':2 'find':14 'gulf':19 'lumberjack':8 'mexico':21 'monkey':11,16 'must':13 'saga':5
     169 | Comforts Rush               | A Unbelieveable Panorama of a Pioneer And a Husband who must Meet a Mad Cow in An Abandoned Mine Shaft                             |         2006 |           1 |               3 |        2.99 |     76 |            19.99 | NC-17  | 2013-05-26 14:50:58.951 | {Commentaries,"Behind the Scenes"}                           | 'abandon':20 'comfort':1 'cow':17 'husband':11 'mad':16 'meet':14 'mine':21 'must':13 'panorama':5 'pioneer':8 'rush':2 'shaft':22 'unbeliev':4
     170 | Command Darling             | A Awe-Inspiring Tale of a Forensic Psychologist And a Woman who must Challenge a Database Administrator in Ancient Japan           |         2006 |           1 |               5 |        4.99 |    120 |            28.99 | PG-13  | 2013-05-26 14:50:58.951 | {"Behind the Scenes"}                                        | 'administr':20 'ancient':22 'awe':5 'awe-inspir':4 'challeng':17 'command':1 'darl':2 'databas':19 'forens':10 'inspir':6 'japan':23 'must':16 'psychologist':11 'tale':7 'woman':14
     171 | Commandments Express        | A Fanciful Saga of a Student And a Mad Scientist who must Battle a Hunter in An Abandoned Mine Shaft                               |         2006 |           1 |               6 |        4.99 |     59 |            13.99 | R      | 2013-05-26 14:50:58.951 | {Trailers,Commentaries,"Deleted Scenes"}                     | 'abandon':20 'battl':15 'command':1 'express':2 'fanci':4 'hunter':17 'mad':11 'mine':21 'must':14 'saga':5 'scientist':12 'shaft':22 'student':8
     172 | Coneheads Smoochy           | A Touching Story of a Womanizer And a Composer who must Pursue a Husband in Nigeria                                                |         2006 |           1 |               7 |        4.99 |    112 |            12.99 | NC-17  | 2013-05-26 14:50:58.951 | {"Deleted Scenes","Behind the Scenes"}                       | 'compos':11 'conehead':1 'husband':16 'must':13 'nigeria':18 'pursu':14 'smoochi':2 'stori':5 'touch':4 'woman':8
     173 | Confessions Maguire         | A Insightful Story of a Car And a Boy who must Battle a Technical Writer in A Baloon                                               |         2006 |           1 |               7 |        4.99 |     65 |            25.99 | PG-13  | 2013-05-26 14:50:58.951 | {"Behind the Scenes"}                                        | 'baloon':20 'battl':14 'boy':11 'car':8 'confess':1 'insight':4 'maguir':2 'must':13 'stori':5 'technic':16 'writer':17
     174 | Confidential Interview      | A Stunning Reflection of a Cat And a Woman who must Find a Astronaut in Ancient Japan                                              |         2006 |           1 |               6 |        4.99 |    180 |            13.99 | NC-17  | 2013-05-26 14:50:58.951 | {Commentaries}                                               | 'ancient':18 'astronaut':16 'cat':8 'confidenti':1 'find':14 'interview':2 'japan':19 'must':13 'reflect':5 'stun':4 'woman':11
     175 | Confused Candles            | A Stunning Epistle of a Cat And a Forensic Psychologist who must Confront a Pioneer in A Baloon                                    |         2006 |           1 |               3 |        2.99 |    122 |            27.99 | PG-13  | 2013-05-26 14:50:58.951 | {Trailers,Commentaries,"Deleted Scenes","Behind the Scenes"} | 'baloon':20 'candl':2 'cat':8 'confront':15 'confus':1 'epistl':5 'forens':11 'must':14 'pioneer':17 'psychologist':12 'stun':4
     176 | Congeniality Quest          | A Touching Documentary of a Cat And a Pastry Chef who must Find a Lumberjack in A Baloon                                           |         2006 |           1 |               6 |        0.99 |     87 |            21.99 | PG-13  | 2013-05-26 14:50:58.951 | {Commentaries,"Behind the Scenes"}                           | 'baloon':20 'cat':8 'chef':12 'congeni':1 'documentari':5 'find':15 'lumberjack':17 'must':14 'pastri':11 'quest':2 'touch':4
     177 | Connecticut Tramp           | A Unbelieveable Drama of a Crocodile And a Mad Cow who must Reach a Dentist in A Shark Tank                                        |         2006 |           1 |               4 |        4.99 |    172 |            20.99 | R      | 2013-05-26 14:50:58.951 | {Commentaries,"Deleted Scenes"}                              | 'connecticut':1 'cow':12 'crocodil':8 'dentist':17 'drama':5 'mad':11 'must':14 'reach':15 'shark':20 'tank':21 'tramp':2 'unbeliev':4
     178 | Connection Microcosmos      | A Fateful Documentary of a Crocodile And a Husband who must Face a Husband in The First Manned Space Station                       |         2006 |           1 |               6 |        0.99 |    115 |            25.99 | G      | 2013-05-26 14:50:58.951 | {"Deleted Scenes","Behind the Scenes"}                       | 'connect':1 'crocodil':8 'documentari':5 'face':14 'fate':4 'first':19 'husband':11,16 'man':20 'microcosmo':2 'must':13 'space':21 'station':22
     179 | Conquerer Nuts              | A Taut Drama of a Mad Scientist And a Man who must Escape a Pioneer in An Abandoned Mine Shaft                                     |         2006 |           1 |               4 |        4.99 |    173 |            14.99 | G      | 2013-05-26 14:50:58.951 | {Commentaries,"Deleted Scenes","Behind the Scenes"}          | 'abandon':20 'conquer':1 'drama':5 'escap':15 'mad':8 'man':12 'mine':21 'must':14 'nut':2 'pioneer':17 'scientist':9 'shaft':22 'taut':4
     180 | Conspiracy Spirit           | A Awe-Inspiring Story of a Student And a Frisbee who must Conquer a Crocodile in An Abandoned Mine Shaft                           |         2006 |           1 |               4 |        2.99 |    184 |            27.99 | PG-13  | 2013-05-26 14:50:58.951 | {Trailers,Commentaries}                                      | 'abandon':21 'awe':5 'awe-inspir':4 'conquer':16 'conspiraci':1 'crocodil':18 'frisbe':13 'inspir':6 'mine':22 'must':15 'shaft':23 'spirit':2 'stori':7 'student':10
     181 | Contact Anonymous           | A Insightful Display of a A Shark And a Monkey who must Face a Database Administrator in Ancient India                             |         2006 |           1 |               7 |        2.99 |    166 |            10.99 | PG-13  | 2013-05-26 14:50:58.951 | {Commentaries}                                               | 'administr':18 'ancient':20 'anonym':2 'contact':1 'databas':17 'display':5 'face':15 'india':21 'insight':4 'monkey':12 'must':14 'shark':9
     182 | Control Anthem              | A Fateful Documentary of a Robot And a Student who must Battle a Cat in A Monastery                                                |         2006 |           1 |               7 |        4.99 |    185 |             9.99 | G      | 2013-05-26 14:50:58.951 | {Commentaries}                                               | 'anthem':2 'battl':14 'cat':16 'control':1 'documentari':5 'fate':4 'monasteri':19 'must':13 'robot':8 'student':11
     183 | Conversation Downhill       | A Taut Character Study of a Husband And a Waitress who must Sink a Squirrel in A MySQL Convention                                  |         2006 |           1 |               4 |        4.99 |    112 |            14.99 | R      | 2013-05-26 14:50:58.951 | {Commentaries}                                               | 'charact':5 'convent':21 'convers':1 'downhil':2 'husband':9 'must':14 'mysql':20 'sink':15 'squirrel':17 'studi':6 'taut':4 'waitress':12
     185 | Cowboy Doom                 | A Astounding Drama of a Boy And a Lumberjack who must Fight a Butler in A Baloon                                                   |         2006 |           1 |               3 |        2.99 |    146 |            10.99 | PG     | 2013-05-26 14:50:58.951 | {Commentaries,"Deleted Scenes","Behind the Scenes"}          | 'astound':4 'baloon':19 'boy':8 'butler':16 'cowboy':1 'doom':2 'drama':5 'fight':14 'lumberjack':11 'must':13
     186 | Craft Outfield              | A Lacklusture Display of a Explorer And a Hunter who must Succumb a Database Administrator in A Baloon Factory                     |         2006 |           1 |               6 |        0.99 |     64 |            17.99 | NC-17  | 2013-05-26 14:50:58.951 | {"Deleted Scenes","Behind the Scenes"}                       | 'administr':17 'baloon':20 'craft':1 'databas':16 'display':5 'explor':8 'factori':21 'hunter':11 'lacklustur':4 'must':13 'outfield':2 'succumb':14
     187 | Cranes Reservoir            | A Fanciful Documentary of a Teacher And a Dog who must Outgun a Forensic Psychologist in A Baloon Factory                          |         2006 |           1 |               5 |        2.99 |     57 |            12.99 | NC-17  | 2013-05-26 14:50:58.951 | {Commentaries}                                               | 'baloon':20 'crane':1 'documentari':5 'dog':11 'factori':21 'fanci':4 'forens':16 'must':13 'outgun':14 'psychologist':17 'reservoir':2 'teacher':8
     188 | Crazy Home                  | A Fanciful Panorama of a Boy And a Woman who must Vanquish a Database Administrator in The Outback                                 |         2006 |           1 |               7 |        2.99 |    136 |            24.99 | PG     | 2013-05-26 14:50:58.951 | {Commentaries,"Deleted Scenes"}                              | 'administr':17 'boy':8 'crazi':1 'databas':16 'fanci':4 'home':2 'must':13 'outback':20 'panorama':5 'vanquish':14 'woman':11
     189 | Creatures Shakespeare       | A Emotional Drama of a Womanizer And a Squirrel who must Vanquish a Crocodile in Ancient India                                     |         2006 |           1 |               3 |        0.99 |    139 |            23.99 | NC-17  | 2013-05-26 14:50:58.951 | {Trailers,"Deleted Scenes"}                                  | 'ancient':18 'creatur':1 'crocodil':16 'drama':5 'emot':4 'india':19 'must':13 'shakespear':2 'squirrel':11 'vanquish':14 'woman':8
     190 | Creepers Kane               | A Awe-Inspiring Reflection of a Squirrel And a Boat who must Outrace a Car in A Jet Boat                                           |         2006 |           1 |               5 |        4.99 |    172 |            23.99 | NC-17  | 2013-05-26 14:50:58.951 | {Trailers,"Behind the Scenes"}                               | 'awe':5 'awe-inspir':4 'boat':13,22 'car':18 'creeper':1 'inspir':6 'jet':21 'kane':2 'must':15 'outrac':16 'reflect':7 'squirrel':10
     191 | Crooked Frogmen             | A Unbelieveable Drama of a Hunter And a Database Administrator who must Battle a Crocodile in An Abandoned Amusement Park          |         2006 |           1 |               6 |        0.99 |    143 |            27.99 | PG-13  | 2013-05-26 14:50:58.951 | {Commentaries,"Deleted Scenes","Behind the Scenes"}          | 'abandon':20 'administr':12 'amus':21 'battl':15 'crocodil':17 'crook':1 'databas':11 'drama':5 'frogmen':2 'hunter':8 'must':14 'park':22 'unbeliev':4
     192 | Crossing Divorce            | A Beautiful Documentary of a Dog And a Robot who must Redeem a Womanizer in Berlin                                                 |         2006 |           1 |               4 |        4.99 |     50 |            19.99 | R      | 2013-05-26 14:50:58.951 | {Commentaries,"Deleted Scenes","Behind the Scenes"}          | 'beauti':4 'berlin':18 'cross':1 'divorc':2 'documentari':5 'dog':8 'must':13 'redeem':14 'robot':11 'woman':16
     193 | Crossroads Casualties       | A Intrepid Documentary of a Sumo Wrestler And a Astronaut who must Battle a Composer in The Outback                                |         2006 |           1 |               5 |        2.99 |    153 |            20.99 | G      | 2013-05-26 14:50:58.951 | {Trailers,Commentaries,"Behind the Scenes"}                  | 'astronaut':12 'battl':15 'casualti':2 'compos':17 'crossroad':1 'documentari':5 'intrepid':4 'must':14 'outback':20 'sumo':8 'wrestler':9
     194 | Crow Grease                 | A Awe-Inspiring Documentary of a Woman And a Husband who must Sink a Database Administrator in The First Manned Space Station      |         2006 |           1 |               6 |        0.99 |    104 |            22.99 | PG     | 2013-05-26 14:50:58.951 | {Trailers,Commentaries,"Behind the Scenes"}                  | 'administr':19 'awe':5 'awe-inspir':4 'crow':1 'databas':18 'documentari':7 'first':22 'greas':2 'husband':13 'inspir':6 'man':23 'must':15 'sink':16 'space':24 'station':25 'woman':10
     195 | Crowds Telemark             | A Intrepid Documentary of a Astronaut And a Forensic Psychologist who must Find a Frisbee in An Abandoned Fun House                |         2006 |           1 |               3 |        4.99 |    112 |            16.99 | R      | 2013-05-26 14:50:58.951 | {Trailers,"Behind the Scenes"}                               | 'abandon':20 'astronaut':8 'crowd':1 'documentari':5 'find':15 'forens':11 'frisbe':17 'fun':21 'hous':22 'intrepid':4 'must':14 'psychologist':12 'telemark':2
     196 | Cruelty Unforgiven          | A Brilliant Tale of a Car And a Moose who must Battle a Dentist in Nigeria                                                         |         2006 |           1 |               7 |        0.99 |     69 |            29.99 | G      | 2013-05-26 14:50:58.951 | {"Deleted Scenes","Behind the Scenes"}                       | 'battl':14 'brilliant':4 'car':8 'cruelti':1 'dentist':16 'moos':11 'must':13 'nigeria':18 'tale':5 'unforgiven':2
     197 | Crusade Honey               | A Fast-Paced Reflection of a Explorer And a Butler who must Battle a Madman in An Abandoned Amusement Park                         |         2006 |           1 |               4 |        2.99 |    112 |            27.99 | R      | 2013-05-26 14:50:58.951 | {Commentaries}                                               | 'abandon':21 'amus':22 'battl':16 'butler':13 'crusad':1 'explor':10 'fast':5 'fast-pac':4 'honey':2 'madman':18 'must':15 'pace':6 'park':23 'reflect':7
     198 | Crystal Breaking            | A Fast-Paced Character Study of a Feminist And a Explorer who must Face a Pastry Chef in Ancient Japan                             |         2006 |           1 |               6 |        2.99 |    184 |            22.99 | NC-17  | 2013-05-26 14:50:58.951 | {Trailers,Commentaries}                                      | 'ancient':22 'break':2 'charact':7 'chef':20 'crystal':1 'explor':14 'face':17 'fast':5 'fast-pac':4 'feminist':11 'japan':23 'must':16 'pace':6 'pastri':19 'studi':8
     199 | Cupboard Sinners            | A Emotional Reflection of a Frisbee And a Boat who must Reach a Pastry Chef in An Abandoned Amusement Park                         |         2006 |           1 |               4 |        2.99 |     56 |            29.99 | R      | 2013-05-26 14:50:58.951 | {"Behind the Scenes"}                                        | 'abandon':20 'amus':21 'boat':11 'chef':17 'cupboard':1 'emot':4 'frisbe':8 'must':13 'park':22 'pastri':16 'reach':14 'reflect':5 'sinner':2
     200 | Curtain Videotape           | A Boring Reflection of a Dentist And a Mad Cow who must Chase a Secret Agent in A Shark Tank                                       |         2006 |           1 |               7 |        0.99 |    133 |            27.99 | PG-13  | 2013-05-26 14:50:58.951 | {Trailers,Commentaries,"Deleted Scenes","Behind the Scenes"} | 'agent':18 'bore':4 'chase':15 'cow':12 'curtain':1 'dentist':8 'mad':11 'must':14 'reflect':5 'secret':17 'shark':21 'tank':22 'videotap':2
     201 | Cyclone Family              | A Lacklusture Drama of a Student And a Monkey who must Sink a Womanizer in A MySQL Convention                                      |         2006 |           1 |               7 |        2.99 |    176 |            18.99 | PG     | 2013-05-26 14:50:58.951 | {Trailers,"Deleted Scenes"}                                  | 'convent':20 'cyclon':1 'drama':5 'famili':2 'lacklustur':4 'monkey':11 'must':13 'mysql':19 'sink':14 'student':8 'woman':16
     202 | Daddy Pittsburgh            | A Epic Story of a A Shark And a Student who must Confront a Explorer in The Gulf of Mexico                                         |         2006 |           1 |               5 |        4.99 |    161 |            26.99 | G      | 2013-05-26 14:50:58.951 | {"Deleted Scenes","Behind the Scenes"}                       | 'confront':15 'daddi':1 'epic':4 'explor':17 'gulf':20 'mexico':22 'must':14 'pittsburgh':2 'shark':9 'stori':5 'student':12
     203 | Daisy Menagerie             | A Fast-Paced Saga of a Pastry Chef And a Monkey who must Sink a Composer in Ancient India                                          |         2006 |           1 |               5 |        4.99 |     84 |             9.99 | G      | 2013-05-26 14:50:58.951 | {Trailers,Commentaries,"Behind the Scenes"}                  | 'ancient':21 'chef':11 'compos':19 'daisi':1 'fast':5 'fast-pac':4 'india':22 'menageri':2 'monkey':14 'must':16 'pace':6 'pastri':10 'saga':7 'sink':17
     204 | Dalmations Sweden           | A Emotional Epistle of a Moose And a Hunter who must Overcome a Robot in A Manhattan Penthouse                                     |         2006 |           1 |               4 |        0.99 |    106 |            25.99 | PG     | 2013-05-26 14:50:58.951 | {Trailers,Commentaries,"Deleted Scenes"}                     | 'dalmat':1 'emot':4 'epistl':5 'hunter':11 'manhattan':19 'moos':8 'must':13 'overcom':14 'penthous':20 'robot':16 'sweden':2
     205 | Dances None                 | A Insightful Reflection of a A Shark And a Dog who must Kill a Butler in An Abandoned Amusement Park                               |         2006 |           1 |               3 |        0.99 |     58 |            22.99 | NC-17  | 2013-05-26 14:50:58.951 | {Trailers,Commentaries,"Deleted Scenes","Behind the Scenes"} | 'abandon':20 'amus':21 'butler':17 'danc':1 'dog':12 'insight':4 'kill':15 'must':14 'none':2 'park':22 'reflect':5 'shark':9
     206 | Dancing Fever               | A Stunning Story of a Explorer And a Forensic Psychologist who must Face a Crocodile in A Shark Tank                               |         2006 |           1 |               6 |        0.99 |    144 |            25.99 | G      | 2013-05-26 14:50:58.951 | {Commentaries,"Behind the Scenes"}                           | 'crocodil':17 'danc':1 'explor':8 'face':15 'fever':2 'forens':11 'must':14 'psychologist':12 'shark':20 'stori':5 'stun':4 'tank':21
     207 | Dangerous Uptown            | A Unbelieveable Story of a Mad Scientist And a Woman who must Overcome a Dog in California                                         |         2006 |           1 |               7 |        4.99 |    121 |            26.99 | PG     | 2013-05-26 14:50:58.951 | {Commentaries}                                               | 'california':19 'danger':1 'dog':17 'mad':8 'must':14 'overcom':15 'scientist':9 'stori':5 'unbeliev':4 'uptown':2 'woman':12
     208 | Dares Pluto                 | A Fateful Story of a Robot And a Dentist who must Defeat a Astronaut in New Orleans                                                |         2006 |           1 |               7 |        2.99 |     89 |            16.99 | PG-13  | 2013-05-26 14:50:58.951 | {Commentaries,"Behind the Scenes"}                           | 'astronaut':16 'dare':1 'defeat':14 'dentist':11 'fate':4 'must':13 'new':18 'orlean':19 'pluto':2 'robot':8 'stori':5
     209 | Darkness War                | A Touching Documentary of a Husband And a Hunter who must Escape a Boy in The Sahara Desert                                        |         2006 |           1 |               6 |        2.99 |     99 |            24.99 | NC-17  | 2013-05-26 14:50:58.951 | {"Deleted Scenes","Behind the Scenes"}                       | 'boy':16 'dark':1 'desert':20 'documentari':5 'escap':14 'hunter':11 'husband':8 'must':13 'sahara':19 'touch':4 'war':2
     210 | Darko Dorado                | A Stunning Reflection of a Frisbee And a Husband who must Redeem a Dog in New Orleans                                              |         2006 |           1 |               3 |        4.99 |    130 |            13.99 | NC-17  | 2013-05-26 14:50:58.951 | {Trailers,Commentaries,"Deleted Scenes","Behind the Scenes"} | 'darko':1 'dog':16 'dorado':2 'frisbe':8 'husband':11 'must':13 'new':18 'orlean':19 'redeem':14 'reflect':5 'stun':4
     211 | Darling Breaking            | A Brilliant Documentary of a Astronaut And a Squirrel who must Succumb a Student in The Gulf of Mexico                             |         2006 |           1 |               7 |        4.99 |    165 |            20.99 | PG-13  | 2013-05-26 14:50:58.951 | {Commentaries,"Behind the Scenes"}                           | 'astronaut':8 'break':2 'brilliant':4 'darl':1 'documentari':5 'gulf':19 'mexico':21 'must':13 'squirrel':11 'student':16 'succumb':14
     212 | Darn Forrester              | A Fateful Story of a A Shark And a Explorer who must Succumb a Technical Writer in A Jet Boat                                      |         2006 |           1 |               7 |        4.99 |    185 |            14.99 | G      | 2013-05-26 14:50:58.951 | {"Deleted Scenes"}                                           | 'boat':22 'darn':1 'explor':12 'fate':4 'forrest':2 'jet':21 'must':14 'shark':9 'stori':5 'succumb':15 'technic':17 'writer':18
     214 | Daughter Madigan            | A Beautiful Tale of a Hunter And a Mad Scientist who must Confront a Squirrel in The First Manned Space Station                    |         2006 |           1 |               3 |        4.99 |     59 |            13.99 | PG-13  | 2013-05-26 14:50:58.951 | {Trailers}                                                   | 'beauti':4 'confront':15 'daughter':1 'first':20 'hunter':8 'mad':11 'madigan':2 'man':21 'must':14 'scientist':12 'space':22 'squirrel':17 'station':23 'tale':5
     215 | Dawn Pond                   | A Thoughtful Documentary of a Dentist And a Forensic Psychologist who must Defeat a Waitress in Berlin                             |         2006 |           1 |               4 |        4.99 |     57 |            27.99 | PG     | 2013-05-26 14:50:58.951 | {Trailers,"Deleted Scenes","Behind the Scenes"}              | 'berlin':19 'dawn':1 'defeat':15 'dentist':8 'documentari':5 'forens':11 'must':14 'pond':2 'psychologist':12 'thought':4 'waitress':17
     216 | Day Unfaithful              | A Stunning Documentary of a Composer And a Mad Scientist who must Find a Technical Writer in A U-Boat                              |         2006 |           1 |               3 |        4.99 |    113 |            16.99 | G      | 2013-05-26 14:50:58.951 | {Trailers,Commentaries,"Deleted Scenes","Behind the Scenes"} | 'boat':23 'compos':8 'day':1 'documentari':5 'find':15 'mad':11 'must':14 'scientist':12 'stun':4 'technic':17 'u':22 'u-boat':21 'unfaith':2 'writer':18
     217 | Dazed Punk                  | A Action-Packed Story of a Pioneer And a Technical Writer who must Discover a Forensic Psychologist in An Abandoned Amusement Park |         2006 |           1 |               6 |        4.99 |    120 |            20.99 | G      | 2013-05-26 14:50:58.951 | {Commentaries,"Deleted Scenes"}                              | 'abandon':23 'action':5 'action-pack':4 'amus':24 'daze':1 'discov':17 'forens':19 'must':16 'pack':6 'park':25 'pioneer':10 'psychologist':20 'punk':2 'stori':7 'technic':13 'writer':14
     218 | Deceiver Betrayed           | A Taut Story of a Moose And a Squirrel who must Build a Husband in Ancient India                                                   |         2006 |           1 |               7 |        0.99 |    122 |            22.99 | NC-17  | 2013-05-26 14:50:58.951 | {Trailers,Commentaries,"Deleted Scenes","Behind the Scenes"} | 'ancient':18 'betray':2 'build':14 'deceiv':1 'husband':16 'india':19 'moos':8 'must':13 'squirrel':11 'stori':5 'taut':4
     219 | Deep Crusade                | A Amazing Tale of a Crocodile And a Squirrel who must Discover a Composer in Australia                                             |         2006 |           1 |               6 |        4.99 |     51 |            20.99 | PG-13  | 2013-05-26 14:50:58.951 | {Commentaries,"Behind the Scenes"}                           | 'amaz':4 'australia':18 'compos':16 'crocodil':8 'crusad':2 'deep':1 'discov':14 'must':13 'squirrel':11 'tale':5
     220 | Deer Virginian              | A Thoughtful Story of a Mad Cow And a Womanizer who must Overcome a Mad Scientist in Soviet Georgia                                |         2006 |           1 |               7 |        2.99 |    106 |            13.99 | NC-17  | 2013-05-26 14:50:58.951 | {"Deleted Scenes"}                                           | 'cow':9 'deer':1 'georgia':21 'mad':8,17 'must':14 'overcom':15 'scientist':18 'soviet':20 'stori':5 'thought':4 'virginian':2 'woman':12
     221 | Deliverance Mulholland      | A Astounding Saga of a Monkey And a Moose who must Conquer a Butler in A Shark Tank                                                |         2006 |           1 |               4 |        0.99 |    100 |             9.99 | R      | 2013-05-26 14:50:58.951 | {"Deleted Scenes"}                                           | 'astound':4 'butler':16 'conquer':14 'deliver':1 'monkey':8 'moos':11 'mulholland':2 'must':13 'saga':5 'shark':19 'tank':20
     222 | Desert Poseidon             | A Brilliant Documentary of a Butler And a Frisbee who must Build a Astronaut in New Orleans                                        |         2006 |           1 |               4 |        4.99 |     64 |            27.99 | R      | 2013-05-26 14:50:58.951 | {Trailers,"Behind the Scenes"}                               | 'astronaut':16 'brilliant':4 'build':14 'butler':8 'desert':1 'documentari':5 'frisbe':11 'must':13 'new':18 'orlean':19 'poseidon':2
     223 | Desire Alien                | A Fast-Paced Tale of a Dog And a Forensic Psychologist who must Meet a Astronaut in The First Manned Space Station                 |         2006 |           1 |               7 |        2.99 |     76 |            24.99 | NC-17  | 2013-05-26 14:50:58.951 | {"Deleted Scenes"}                                           | 'alien':2 'astronaut':19 'desir':1 'dog':10 'fast':5 'fast-pac':4 'first':22 'forens':13 'man':23 'meet':17 'must':16 'pace':6 'psychologist':14 'space':24 'station':25 'tale':7
     224 | Desperate Trainspotting     | A Epic Yarn of a Forensic Psychologist And a Teacher who must Face a Lumberjack in California                                      |         2006 |           1 |               7 |        4.99 |     81 |            29.99 | G      | 2013-05-26 14:50:58.951 | {"Deleted Scenes"}                                           | 'california':19 'desper':1 'epic':4 'face':15 'forens':8 'lumberjack':17 'must':14 'psychologist':9 'teacher':12 'trainspot':2 'yarn':5
     225 | Destination Jerk            | A Beautiful Yarn of a Teacher And a Cat who must Build a Car in A U-Boat                                                           |         2006 |           1 |               3 |        0.99 |     76 |            19.99 | PG-13  | 2013-05-26 14:50:58.951 | {Trailers,Commentaries,"Behind the Scenes"}                  | 'beauti':4 'boat':21 'build':14 'car':16 'cat':11 'destin':1 'jerk':2 'must':13 'teacher':8 'u':20 'u-boat':19 'yarn':5
     226 | Destiny Saturday            | A Touching Drama of a Crocodile And a Crocodile who must Conquer a Explorer in Soviet Georgia                                      |         2006 |           1 |               4 |        4.99 |     56 |            20.99 | G      | 2013-05-26 14:50:58.951 | {Trailers,Commentaries,"Behind the Scenes"}                  | 'conquer':14 'crocodil':8,11 'destini':1 'drama':5 'explor':16 'georgia':19 'must':13 'saturday':2 'soviet':18 'touch':4
     227 | Details Packer              | A Epic Saga of a Waitress And a Composer who must Face a Boat in A U-Boat                                                          |         2006 |           1 |               4 |        4.99 |     88 |            17.99 | R      | 2013-05-26 14:50:58.951 | {Commentaries,"Deleted Scenes"}                              | 'boat':16,21 'compos':11 'detail':1 'epic':4 'face':14 'must':13 'packer':2 'saga':5 'u':20 'u-boat':19 'waitress':8
     228 | Detective Vision            | A Fanciful Documentary of a Pioneer And a Woman who must Redeem a Hunter in Ancient Japan                                          |         2006 |           1 |               4 |        0.99 |    143 |            16.99 | PG-13  | 2013-05-26 14:50:58.951 | {Trailers,Commentaries,"Behind the Scenes"}                  | 'ancient':18 'detect':1 'documentari':5 'fanci':4 'hunter':16 'japan':19 'must':13 'pioneer':8 'redeem':14 'vision':2 'woman':11
     229 | Devil Desire                | A Beautiful Reflection of a Monkey And a Dentist who must Face a Database Administrator in Ancient Japan                           |         2006 |           1 |               6 |        4.99 |     87 |            12.99 | R      | 2013-05-26 14:50:58.951 | {Trailers,"Behind the Scenes"}                               | 'administr':17 'ancient':19 'beauti':4 'databas':16 'dentist':11 'desir':2 'devil':1 'face':14 'japan':20 'monkey':8 'must':13 'reflect':5
     230 | Diary Panic                 | A Thoughtful Character Study of a Frisbee And a Mad Cow who must Outgun a Man in Ancient India                                     |         2006 |           1 |               7 |        2.99 |    107 |            20.99 | G      | 2013-05-26 14:50:58.951 | {Commentaries,"Behind the Scenes"}                           | 'ancient':20 'charact':5 'cow':13 'diari':1 'frisbe':9 'india':21 'mad':12 'man':18 'must':15 'outgun':16 'panic':2 'studi':6 'thought':4
